feature_id,feature_parent_id,required
ba21c1f7-d6a4-4b96-b16d-85cf32bde3da,3299a9a7-d387-4ffb-bb7d-fece852611f6,f
26211064-e59c-452e-9518-b6a0f53c2ce5,c512d2ea-9d34-436a-909e-c4a70e1af07a,t
