id,envios,ventas
ddff4d10-e750-4c51-b5d2-9d635cfff8d4,1012,330
03e0fbd9-dfa1-4e7e-9100-6a9b76230ee0,528,220
3e8908a2-6f91-4a2d-a5a4-13f115002d2e,220,88
ce8cf9d0-756c-47ca-b2ce-5dab74142b64,176,66
184df2c8-7505-4ac0-b4b7-70c0d4b2d53c,528,220
e3458dd7-1b63-4d8b-9b41-df690ae8984a,836,352
2c08bfc2-3ab8-4544-af67-e64fcf675a19,638,264
0b635562-88c3-4726-8bdd-ababc011bd54,220,66
a896115c-5d08-44f5-9165-9d16fa580c7a,154,88
a9bc784a-5c40-477f-afcc-6462e12a38b2,770,352
e70b8ca9-0a2c-4a77-abe3-8cdfa1d8829c,1693,550
7e1a3bad-b011-4dc7-9a8b-bd50a25ff3ed,1583,572
f31ec560-0189-4b61-a6b4-b787910caea8,748,198
906b9017-1f32-46d7-bfb7-ebb43cf56dab,1166,330
275e9590-75b7-4907-98c4-8be45a4f1fe2,792,396
65465577-7b83-42fc-a167-692d9b56cd2a,1166,638
d9bafd27-6499-4e32-88ea-ff85cfd11089,880,396
0e0e9a36-d8e4-4d6b-881f-6dd39a75bad2,418,176
862e18f9-ea52-4910-9b3c-48b3ac868487,308,176
1b4916c8-200c-4d76-8370-5be66b5c051a,1078,396
a1a28307-aa3c-41c3-9868-ca1af3ce64bc,1297,550
83a8fe95-6df2-43bd-aa82-29fb88112a68,1561,418
450d60c2-14a4-4423-8fa2-44ee1abdb6e4,506,198
6f313d63-e55c-419d-ae48-c2a51d2949dd,704,220
2f1a6353-6354-41d5-bbbb-c6a9b75440ab,880,374
386de6ea-d94e-41c2-8c9c-89cb250d1bdd,1539,572
4558fd3b-2224-4a07-b0be-b302189e6212,1275,374
46ae3db2-6071-4655-9770-291fac47e208,594,220
555945a3-5c24-4aee-a70a-fbc9d6883d4e,682,220
7b02d584-ba91-45dd-9435-244985bb2fce,1473,374
7f6db316-012a-47b8-ab66-ec8c9b4342ac,1232,374
aabe3264-fbb9-411d-8344-5372ae116c02,770,374
c5ed40cf-f242-4e6e-bf1c-f8e205a63196,484,176
eeacd3e5-5777-4d75-a145-39a519d2d42c,594,198
1b78616a-94a9-4107-89cb-c31311640dbb,462,132
942c0e83-8c0c-4982-9a13-90b52f673ae1,1297,418
4d449e7f-30b0-4561-8510-17f4e5b234a5,902,330
6311fc49-c43f-4aac-bef5-e05e151bc86c,440,132
ef94d224-4bf9-46e1-83b8-056f374203fc,308,110
d95c8c29-30ba-4cea-8913-4f24f988f241,594,242
3e2d8330-d56c-4edf-ac6b-a18ea78460ea,440,176
57b3623a-e409-4f99-bf40-4d84d7784cd0,110,66
d70856e5-2d60-4c1a-91a3-de31ced76fa4,264,132
577b00d2-fda6-4575-bbae-f1d0c01deb24,1429,176
cc72cd6f-9dd9-47b4-a670-acf087289cf5,1253,220
4db54f78-a439-4e7e-81ad-46b974f2748f,792,110
07afd5f2-16b4-4168-af03-efab6a414443,462,88
33bf3ab0-8a32-4751-bc14-02ee700c2775,330,220
4c743a60-3e85-4e5f-8807-897af3d326b5,550,176
642c7355-1425-4c9a-a360-0abbf935bddf,528,220
e92aeba5-debc-484d-bdab-96c0558de781,352,176
a04f912b-f4ea-4ae1-80ca-15148aa67604,176,132
3185d196-8360-491a-ab8f-1c220288b840,242,132
0b3565a4-da95-412b-aec7-1404d450e986,1188,352
bbefe60e-4a78-4dc0-90de-c22deb7c52e8,1078,374
4abd4bf0-9b79-4da2-bfdd-258de9561e0b,770,220
10d7107c-1fe6-49d7-9b5f-6e0dc68e96a3,968,132
9ed3f826-fc4a-4d00-82cc-05012425a5b4,1583,308
818e017f-82d0-4557-8f4a-8997278428cf,1034,286
348b2883-2cf0-4b1d-bcf6-67277cf63b5c,154,44
b70424b3-9271-41c3-b2ef-6e1e6f46e202,308,110
35617e08-d60a-4a6e-94e8-b4190262ef9e,1012,176
2d17f5d1-45d5-4e79-bcfe-7bb6990f8a2a,1759,330
58794a78-6aee-4ef0-84f5-373fd3717b7a,1495,242
e1f77bd3-c53a-4411-9955-66adb1b0446e,198,66
828acc8e-772b-4a9f-b522-ee2e41667c72,308,132
04301e7d-8be2-48c6-a4e2-5ff73c2d0cfd,968,264
c19ddd93-0f0a-4590-9d2d-b2744f2d7482,1539,440
ff928547-9bac-455b-93de-7a86919e6883,1056,286
dc729491-5180-4d02-8c34-d9cd4c82f125,220,44
17cc2d0e-99e5-4b72-853e-7a5295e87e96,396,176
5aaac992-dfde-4436-b26b-02a46d971c0a,528,286
cab98164-26cb-4ed8-adcc-3dcac08f0974,1803,418
b992096a-025c-4491-8911-ef8aa6a5729b,1297,330
947532ff-419e-40ef-a40e-af17a69a33c1,132,44
35f44afc-d512-4f00-98fd-4869ead3bce8,616,132
09422355-94e1-487c-88f4-7e6bb975240a,1188,308
1bbddcbb-fc77-49db-ad82-5821c342c7e8,1539,418
01cf805d-7c69-4dcb-8d9a-ecf72b9a131c,836,352
fd7d6645-06de-41e4-8dd8-ef87990e2eb0,0,0
322661f5-5358-41a5-9270-7ada6c3cac9d,594,154
4901f7fa-fce2-4f3c-8467-087c33c7e96d,814,242
4c1ca913-690e-49d1-b919-120d1f166546,1297,374
32ab4882-d28a-4a75-bd0c-4331d8537011,968,352
36899e19-72e7-4916-84b7-64389c65e152,484,0
e0197df7-d587-4e91-9941-b1bff826c383,396,110
1b51cc38-ab26-4159-becc-f316bdffdcb8,770,220
1e6bd18c-bc7f-4dee-a424-39daebc2ed3e,1319,374
92741558-b359-4c78-a59d-40b929900da7,990,330
8a72a6bd-a25a-4c19-bbb0-378b2eac42bb,330,44
a76213b4-6c5b-42ea-a0c3-e2ac284f2185,374,154
7508aecf-0af7-4e70-adb0-2a63b309000a,924,264
bd9c22d4-7550-4a6e-a063-e2140a768e11,682,176
55359767-f565-481d-9aeb-04c837b50835,220,88
172e6796-c064-40ea-8e93-8b3476dab0a5,242,154
4bd4543c-c1b2-4afa-ba5b-cbc9b5d729d8,726,154
3a68c75c-3597-4ad2-b88c-b5e0ec9a7d65,176,44
13b185bf-61ac-4269-9d9d-57208e9dc3af,374,132
dfc3d113-7617-4e88-b2e7-db39e5dceba2,858,220
90294571-aab6-4702-be82-85419a2272eb,550,132
00b84ae2-7443-462a-9e32-64ac9a94d6e0,176,88
3604648e-54ba-46bf-a825-79fa63b6849f,154,66
fa112e43-f91a-47bf-bee4-52bfb26a83d9,308,66
0646545e-9305-4f65-9111-e1feb0eccea1,264,132
294b9b36-8c2c-427f-b663-eb3bf3a70096,528,198
ad292f13-e3e3-4af9-89a0-e63cd3826ed6,374,110
9cf5428f-75ea-44aa-a70c-85e73bc99934,352,88
18f09774-aa78-4be7-8287-8dffc69036d7,418,66
8e4e4e2a-dbe9-4536-9522-6111519c74d8,528,176
d37b2adf-5be9-41dc-9ba7-4af262ff0e27,638,308
6597cc5a-ccfe-401c-b58a-9be8a4906317,198,66
1c8684a2-419a-4271-91b4-ba1dddc3267b,308,176
982aa6e5-79ff-41aa-ba30-6d49b4743e69,418,220
d0a229fd-600a-4b25-819e-623ecb17d0bc,242,88
6410a69a-14d3-4cb1-ad38-744f0714c678,396,198
353c8f83-2ddd-4814-9ce2-36c888510541,550,286
f8b3feda-102d-41d7-a137-544e75004c1a,440,198
53c8687d-0f1c-4d0f-8ed4-12162d1bab43,792,286
68d04416-1a01-4bed-9f5a-b5c23ec918a5,550,154
7b2986a8-2fd1-47c0-93c3-5b1d3820074a,220,132
29d31c57-1038-45dd-a5dd-fc16bbc7b6a5,44,44
c0e1aac5-1338-495f-a532-5fc5a5351ab9,132,44
c657e637-2c0f-417f-91b7-29a44c06ff35,374,132
1a913263-ac39-4110-aa06-c5fad936ec20,396,154
70064ede-3a44-44a2-a07b-36bc62df4a29,242,88
695bf78b-99aa-4eaf-b21c-19b2b3783449,264,88
ba983f87-0dda-4686-b89a-86ae77d8c331,44,22
6e948bdf-6fa3-4a43-89b0-8a9265f25e04,88,44
7fdbdaf4-c733-4800-8e58-53264a26794c,1451,352
3ece8954-f23d-4222-8982-1f39c5627d42,1034,308
60341871-5999-4f00-b693-76ab448df2c0,726,220
85415e8d-4900-45d9-a594-5157bbb6b68d,594,198
ad49567c-a892-4099-9f06-47676b4d424c,308,66
77328296-275b-47f8-ae46-3d05bb0af022,110,88
5334120a-6097-43c1-a445-acd43e633174,946,264
8d82f666-277a-4c2c-9dcc-e231f4872015,1232,220
069a8a7f-a0b0-489e-bfd1-83f3b1b0ec98,242,154
2e73f0c8-2895-4c5e-b47c-f88c6102fb63,396,132
a4525e4a-ea7c-4a95-8ee8-7993a068b552,176,44
1c33c12c-7144-4e7a-b766-f2cf6a443ae8,154,44
8ef2320d-4d6e-4fbd-9347-ecfdb8abd462,1495,374
bafd098e-fece-4765-8be4-dd6256811860,858,396
a393f6e8-e7d0-47c7-926c-a25c745c5eb8,946,264
ca828031-2170-4b4d-929f-269b5cb95bce,704,242
7312c178-6e26-4979-b164-e2542135ff0c,242,88
845652d2-1118-41b6-a7cb-5d019dbffdb9,286,132
c0694bcd-39c8-4ec7-bd74-3d7e8622e630,968,352
700aaa3a-0306-451e-b829-1070491c3c40,726,352
de93d0f3-7908-4bf8-acc0-ea4f28780b66,924,264
28f768ac-9078-4497-ae8f-9857484ca078,616,264
e377b649-e507-4fa6-b92d-564d0068ff21,198,132
29be182b-fb9a-4132-b910-a18634d22387,418,132
337f9321-452a-4b42-977f-a06e52aabc0a,1188,330
651e91ad-a905-4dcc-b7c0-9816fd5e2a98,880,308
fad771f3-493b-4231-90e4-184c9dcbcc17,550,242
6605d350-ee85-4d2e-89c4-2eab1dc508db,880,242
00dc2f5c-ea39-47d6-91fd-050f5a9ab5d9,506,132
aa43f3d7-c46d-45c6-a855-fa9d97cd0729,176,88
409d4b8c-b7e6-4b46-8fef-b4dc609bc473,1100,286
509195b8-fae9-430e-9856-2567ca458326,770,198
596d2ed7-dde8-4641-87ec-c907536f4614,550,88
1385e517-3eea-4789-a1a7-8b4bfbba48c3,154,44
01c0b953-9963-4be5-9394-d2f752ad247c,572,110
3ee38ea4-0c8a-43c5-a008-92c7b845e109,374,132
6271eaa5-6de8-45e1-bb83-6599b2474a98,682,154
6699804d-4db9-456a-9fad-03b62961c3c4,88,44
b3da9299-c172-4db0-9f32-0f7008d9fded,110,22
d71159a3-3afc-4722-b1f4-1a03d11ac77e,220,22
ef534ecb-bc00-4a3e-b4fa-bf9e8a1973a5,22,22
043a262d-b231-4320-8056-087313ac4902,22,22
6cb1a9ab-0a48-4898-9bb2-3667f129129c,572,176
40210f02-8aa9-4d3a-960d-884909749668,550,154
c6c6bf4a-6823-469e-8316-cacebda353c3,396,198
b44ff161-99f9-4458-a5d9-2db916b3e855,264,88
eb9480fe-c238-4b26-80cb-48232206d1b5,132,66
2a08abed-dd8b-48ce-8c5e-4ff2f718e3a4,506,176
9c7cbc99-d988-4956-a4c5-09e2a4cd1a5f,484,176
a9406944-1293-47ca-8656-21146dacc122,352,176
7792258a-54fa-4f8c-98ae-38441a67db36,286,110
d6798fa2-4abf-483f-9ba8-c6d501efb528,352,88
cc10e9cc-2ccd-44bd-9457-229e26b05996,990,286
0f717cd7-41e2-4469-a1e6-d2e458d1436a,1188,286
d37dc63a-64ac-427e-8a29-a4ac095e40cf,1012,198
1d58aac9-fde9-4877-8bcb-f531d03f31a7,660,154
7de73f2e-c22e-4e6e-8455-0d61fc58c599,374,110
c48806aa-d3b7-4d59-a9e0-0e99cdd8d96d,264,88
37203958-7957-4061-9d75-b2ad11603ed8,572,110
2dabbfeb-369a-4935-aea0-d1407276c88d,726,330
fcaa3118-ff79-482b-8ff7-6a1b141c2637,1056,286
ac205e12-d1fc-4c1b-b943-ffb6889cabeb,902,176
95ce305d-3065-47a3-b252-60e353407d98,594,176
fab4760a-5e18-4eb1-8ece-745a2b797c51,308,88
383e5241-f28d-4f1d-9bac-c600065dcdcb,264,66
b5ed5d16-afa6-4007-9447-5701a4112f56,308,88
4b40c37f-efbf-4647-91f9-64402603914f,1122,264
d613cfa0-8be8-4603-a6d0-4ca7db8b63c8,1012,352
ff7eb63b-90ac-4444-8455-b0aec163b4e4,330,198
b659bf97-9aec-4371-b4d4-c7d416631874,726,220
243dcd3d-957e-459b-8443-83c0d245901b,264,110
2458e902-2007-4c2d-9928-e519196dcfd6,264,88
bf8305f9-df50-421e-af1c-4aa8d75a54ca,990,264
b7ddc1d2-a187-44a4-acb4-e22e8651f90e,1100,352
5f317a06-448d-4ad3-92fe-e8b0bdccfaee,748,198
9afa7720-82b2-430f-a5ea-281e407dca17,484,154
152e4ddf-45d2-4dbd-b615-737e7003d594,374,110
87097f1b-e66c-4a1c-bd20-02cc5ab7bd31,220,44
b93105a7-f0ab-4386-a05a-a2685a06dae5,1078,308
80296fd3-aea6-48a9-b2d6-19c974f9fb82,1144,308
9b247f6e-abb9-47da-bb60-dc544a7cdf6e,704,132
0ba117f4-54e0-4ef4-abfa-6084e3f4523d,528,198
9cc2d0a4-3cf3-4191-8bf6-bed1033ed3c2,462,44
b6bd536d-7ce7-4ae1-b4fb-7640d88ad7f3,352,110
f242cc0c-257b-4b69-a2ba-573e43c94d31,154,88
dde9d280-82c8-4996-83e6-1669e7b54351,748,264
98103d07-68f3-4bc2-8f9b-55ac7182368b,836,286
c534ec9e-4f7f-495b-9681-c7a0f7a37f54,440,176
bcab76f6-1ccd-492e-b5dc-2b1d812a047e,682,220
60ffcb97-d6f8-4cb4-82f7-d0138b794925,286,110
964160c8-2126-4378-884b-83672d9259a5,308,66
7dd7e6e9-090b-45ff-9e6d-78783f3ad2bc,176,66
f2c8d8e6-6425-4882-b081-6a0ae5c33eb3,726,132
6187cf71-e8a0-4b84-825f-1cd1d634d895,1627,374
8eaa5750-0894-4805-9f00-24f49f07ac4b,814,176
392a4da7-d8c4-4df9-8e43-52e314226c02,748,176
d4c32b06-58d5-4077-a896-3b191d00dfb2,902,198
1c22f049-5d0c-4265-897c-005feab8947f,858,264
f0a7ebcb-c904-4a63-b35a-29b37571ce1c,616,176
8db5238a-0894-423c-ac2f-c045a7a10555,440,132
e6663706-5fe9-4fa9-a6f8-3a7e04ba682a,440,88
27d17858-e247-489b-bac5-025c64f5f1b8,132,44
6e24f38d-7758-4887-8424-7a13fc587f81,418,198
c7961f13-449d-4066-bcb9-f9d6135d734d,748,220
a78fe2f4-781a-4387-bfbe-afa705f80ee2,374,132
223db738-2d65-48cd-bf72-bd502a649c02,396,110
0efe654d-cd87-496c-9a69-d3beba222772,308,44
cd951018-e7b7-44a8-bcc3-5650f86bd727,198,66
2fd58a5e-2458-4056-a41f-169c0406d049,110,44
8dddf2dc-14b8-4b9f-9da1-8f008cdd1351,836,330
0a95a686-20e3-4276-b4e2-b0dc11a745ad,594,308
aa8f6a52-13ec-4769-9767-24a57b77fb66,264,154
33d99fc7-8359-4f92-829b-b169ed048cd9,462,198
2a3755e7-2ee3-445d-a389-e8b7feef4088,88,44
4834bf2c-e342-4415-8e4c-32c954240c5c,198,88
3192e9fb-fd34-40c7-9793-34150ccea3c5,572,264
656e8f73-9cf7-413c-ab60-627a157f440d,594,242
ca49d142-b772-41f0-8c4b-217580f2205f,550,176
29e6833c-127d-46fd-835a-d2bce63906e9,594,176
bc410c5d-090b-4af7-b8ce-08210d852b36,66,44
fd044a4a-7c66-40a5-8ba5-8f1f566a02b7,132,44
69740621-e247-4b1d-96bb-5903163b641d,242,88
3359bd9a-19fc-46e5-b14c-491b1f97c2a0,396,66
c7e2a926-f619-4deb-8649-d30b3ceeb783,242,88
5d03a320-189d-4b7f-9a52-91b08e9b13f9,110,44
251cca05-82c9-40c8-b4e5-2fe167087385,44,44
ba5a51be-69a9-4ce2-ab03-1b124a6022a9,660,242
9474d575-6def-4ffc-a870-a54cf0b2c396,506,220
859f0703-922f-4bf9-9db0-c5e426e970df,462,132
048a8580-8de5-4130-a118-34f85f293ce8,638,154
5e03a17f-0d73-4b2d-9096-5ec3b1775b0e,66,44
e774690a-56d7-4cc8-a68e-77124ed82505,154,22
5d7c98a6-e2cd-468e-ade4-a40f8be6cf52,616,264
7bb8cfaa-9b2d-4bb7-a682-98e52af40c13,528,220
78ef241a-49b1-48c4-a741-042b37c40a52,352,110
68b5af39-3202-4d21-b520-ec5c07cc61e7,286,132
bba7b41a-518c-4c77-9b68-7b6d747fd433,44,44
55dd898c-ae25-418b-bada-ca16e7ff29be,132,44
ee0afea5-2f1e-4c83-9b4b-efa320dbd55b,660,264
4c9860a5-fd72-4552-9420-d1501e38232a,814,176
8941e831-ed35-47be-b2db-e978c7ba2a3b,374,132
1d6809c1-d88c-41d9-8d97-1d7e09d1d89a,506,198
215b1a4d-1f71-4f3a-8a3e-4e4d2931e30e,330,88
e78e99e3-4ac7-425c-a1ed-a83868c61339,264,88
107ff5f4-9c4c-4e4b-acbe-2ba0053c974c,88,0
e5a51855-c8b5-4949-99fc-a28fd2ae35bc,352,176
4d5fa355-4890-4185-8d0b-80d0aa63d17f,572,198
0451a356-23bc-440c-b4dc-c8aa802026a2,308,176
14f07f44-3d86-49c3-b200-b5d1d485052a,506,110
a6f0e294-7813-498b-af30-b0a60b06252a,176,66
1ac4ac79-0e14-47b2-834e-40f91aa0c235,220,66
a4c198fd-0eb1-4275-a3bd-7e7e4c660281,88,0
0870603d-c7e3-4370-b3be-c6bb8a005dcf,506,154
3e1c82d2-d3c9-4b93-8ee3-9a798904dda7,418,154
97bf2bf5-148a-4e17-a07d-e2d4308b4a3a,396,132
8caba7c4-a0d3-42d1-a6d2-2cd6fdb56e0a,220,66
5bfd8472-8244-4abf-bdb4-fdfe6f2d31e7,330,66
f5c13ae0-451d-4dfe-b370-a8f07d5e7803,198,44
2bf836a3-8d46-4e32-9675-1e7af08f575f,66,0
f6b0022e-26d3-49b0-9a04-bb98357fd8b4,1429,374
aa6b7316-402e-469f-aeb0-e7a3c5a92566,1495,418
b20eb8fa-86b8-44db-a1ed-76aabd2b4dda,1122,220
c8898e2c-6d40-4448-a8f9-77bc0eefe376,1539,330
c9784071-e5cc-466c-8e0b-bbaef8ffa9f7,308,110
570f1105-4feb-4bc9-b29b-5c8adef04518,352,110
30f07771-c267-49f0-86e5-65b4b54c5964,330,176
faa59a0e-1258-4cc9-a3e2-8d8d8cb916f8,374,88
07946b5b-020f-4c4e-aa3e-c837e2ea15f1,176,110
6ef73ee9-eda7-4a78-9cd8-e78bbcc2f92c,506,198
f46d5d72-f5ef-4e46-b049-b559a8f02ca9,220,66
45b54ecd-b8e0-4a4c-9cbd-affc454c4a8b,374,66
7a275d2b-6365-413d-bba8-d978152edd79,528,198
44622636-f1e8-4f2d-b136-46ea8cd8eb7c,836,198
6d12e715-3c34-4ec0-9d21-77c3a234c3be,924,176
26d44bbc-0630-4923-a022-3bbb181ac550,858,220
0ab6d974-1f27-4ae6-b86f-0f65ef837f66,616,242
e4cee306-c0b5-423e-b56b-1a78423afbb8,330,110
703d2cf1-8fff-4064-acb2-4928bdcdd989,638,88
3f94dc4a-8eb9-4c71-9901-34bf5b8f2b92,704,198
ad23b169-6fa3-4d94-8580-19f332d8b060,198,66
2f58e49a-e8fe-4bf4-88b1-df2aa0da86c6,286,132
3f179a02-44cb-473d-b9c0-89f0e350d2c4,638,198
aaeb8264-8b33-43b9-8853-30d4528c0a3f,308,110
78c6cc08-91da-4e03-b6e9-7529944285ce,330,132
b96e5354-7458-41d8-9252-4bc01db7b154,682,220
3b41b8c1-ea05-4338-940a-67d749243630,506,66
2639fd1a-7edc-4e65-8747-82fa1252d2ab,242,66
2eb18bf7-2fc5-47f3-a4eb-4af2e76da44e,594,220
dbe15f29-4826-454a-ba94-4b449fe43daa,330,110
83cf971d-6824-4268-a009-435e1869aff3,286,132
f06db05f-a097-436e-ae11-11d477611f6a,506,176
48a8c7cb-0d04-45db-b40d-e9b0696a5200,396,132
a7e584d6-a07f-4893-a1a3-93fa02685018,176,88
fb9f4e04-9333-4533-8777-f5f61436832c,792,176
1190f153-81f2-4f32-acda-b5c306fc01a1,704,264
d368b7e5-1d46-4097-b0ac-6aaabd85739c,242,154
b7f57773-2d60-4836-9a66-7c87e6830afe,418,176
efd1bbc1-db51-45ee-b6dd-1553d8abfb63,154,88
6bc8d146-d306-42aa-b4fd-ab4edf775b6b,616,154
45b76d07-4ffe-46ce-9b53-48e37c7793a9,924,198
59719f76-1100-4a26-aff2-769d1e133287,704,176
3e903b36-6c5c-4349-8519-6c2cd7c7f263,396,154
085834ec-ef93-4d89-9b01-0f1f7ce2430f,198,66
ab31defc-5959-4800-9fdf-21c79cdaaaed,660,132
77465a3a-5d4e-49f9-8437-c3d9bb555d22,1122,286
3cb26510-433e-4ea5-bafe-2103db58e5b0,682,220
c683d0cc-c076-4099-9f65-4feb4e32973c,66,66
9144f32c-0c11-48e2-974a-62cdc9d3c8ba,572,154
b0b55d20-bf83-44c2-9a37-a63000690f7a,1056,374
464c7500-761c-4728-8d8f-ef8d4b72aa92,1671,462
86361417-d1d1-4da5-884e-dcd2daabaedf,1495,484
f31c30bc-1a53-4cd5-995a-f16a681f345a,264,132
baa3e408-4441-42f6-9fa3-a92e81248a29,572,198
3d77f9b1-2818-4133-b17c-db61d0a28107,770,220
dfbd1746-d524-49fb-b45d-e3e7f41a18cf,924,308
e08f914f-34e0-4b4e-829e-547307a028c5,1122,176
a5f1bfed-cdd0-426a-8e5a-c54970ffe521,528,66
46afb053-9d95-4769-9e8c-02f035f104e5,484,44
622d5e2a-b04a-4d2a-af19-56f7a1f624eb,924,198
ac19877c-a121-4992-9310-8f32e898dd64,1275,308
c43041bd-fc1f-49fe-9894-2769d0af9d35,418,220
d5e0916c-557e-4b02-aa52-f72fd3743bb7,286,110
002a112a-5553-436f-9234-772453bb3d3d,242,66
015363fa-efea-4009-8349-83a7c28441a1,704,220
4cdce272-85a8-470f-a6cc-f4f337c93811,968,418
79bf1a55-166d-482e-b42d-2120625b8867,484,220
6dba5c06-82f2-4c21-8a84-7aa8dc73de4b,572,176
1d967564-f235-446e-ad60-5adfefb99e05,1144,352
94c4658b-3d6b-414c-a961-027854149d01,1429,396
3bff6992-5be0-441c-a7e1-8eabb5b7e094,1627,484
81430c05-b84e-414b-a533-757b22804c0b,1825,528
15aa72ab-fc5c-487c-95c7-95cef7f21654,1473,418
40d23377-3ee0-427c-a76e-9ff8633e104e,418,176
90886dd3-7388-4512-b954-f8317e5d8f41,1188,374
32073a36-8cf8-46ac-8981-1238b42f4e47,770,286
76a988f0-48b7-4b93-ab91-d0c339abae0d,990,264
e1373a9b-8162-4777-ab3c-d719af5de783,682,198
a69a2586-c7cd-4719-baf1-7672f8d478d2,814,176
02d300c6-fb64-4c82-ad3c-e6a78f17177e,1451,330
3b95ae83-b5d2-434e-a538-819166627b35,682,242
dd4c57cc-1f17-4ee3-bef2-9410870ee714,1210,242
d6216101-629f-4929-8c24-ca19caa496e9,748,132
36c139cc-7cb8-4eaf-974c-c23754eb61f3,484,110
f49d689f-2d41-4d44-aed2-a869c24ad23c,462,264
957823cc-f291-4b19-8728-5177bf9ec9b2,352,220
eb6a417c-852c-4dca-ae9a-d5689b8a8977,330,132
d5822c0a-5bae-471f-8c60-46484c5fab04,484,176
3402b1cd-dcfd-4205-83dc-3b8e92cd2b5b,1385,352
d5ae7301-bdfb-47e2-b126-5ce59686d9f2,1056,374
a12eeea3-c5a5-419c-8e3a-105200a9d259,660,198
61d08748-7ef9-4407-aeb3-e504fc2a3dcb,858,352
fd8831e3-00d4-4c96-a9e6-6e7c25f17242,1122,198
4e6eacdf-7516-49b9-9272-42d0eecee19a,726,176
9451700b-7347-470c-a4b7-f043577de4a5,682,242
e77aa2fa-7876-4039-80b7-715ecd75af32,418,132
2c17b9f6-1d8d-42f0-bb37-65dea4ae05d1,242,88
f47fabe2-7ded-4d58-b184-71fcc0266acd,858,352
b75d4be6-5567-4f2c-9fdd-c751e4631fff,1056,352
db604f24-f992-4a0b-aa28-f272cf853643,484,176
aa136a98-16c0-4acd-9729-31f6b58ef5e8,594,154
c1156d9e-e0d5-42c7-9366-1b52e61a2c8f,308,88
05ce79bb-4f40-4184-9b38-1f0fad8d0697,286,110
d9bd1a7f-f741-489e-bf8c-84cfb246ecf5,462,176
1b779eba-c741-4a24-8a39-0819d2b7054b,550,220
df107064-94c2-48c8-8a3f-96a332ea3aa8,308,132
07cb3afe-0f98-43c6-9889-9cfbe22493c4,330,110
52d6044c-1cf7-47e8-a41b-83f03ccda432,0,0
cf5f4fc9-20d2-49c8-84f3-b4be25429c10,660,264
dc6b606b-4cd3-466e-8109-5ee0f3e9a6ef,1034,352
29759d6b-96b9-48e0-afb8-195ebaa95936,616,286
b9b5adbd-3794-45fb-9bd7-0cac98a0d51f,132,66
9580b2fb-be68-4f31-8294-9f18e04083fa,154,44
335e84e1-fe4d-45ba-9305-68e1117f1cd5,550,220
96225da2-11c2-4217-920e-3fe30a2c7334,660,352
baf84417-2389-4f8f-be78-e5691077a216,484,264
a1216ee1-4703-4037-bce4-166c9b15c424,176,88
b8c330db-c9fe-4548-ace6-5f697f145d27,286,88
083e3e08-1d6f-4f84-85fd-d915e51dee54,748,242
b394625e-d117-48ce-89d3-ee5e34913bbc,1100,264
e951b6e0-d66f-4007-a9f4-0b8db6706d90,154,88
ef71cf2e-3d94-4bb8-98c7-c65a270a7023,154,88
35a82525-18c2-4332-83cb-0c59f3789c50,440,264
af14b540-7d08-4f88-b53b-51651fe3ab3e,726,352
176e79ef-1b66-405d-b8be-1b2e35b4bafe,704,264
f6c92e22-024e-452c-ab13-81207eb6f630,264,88
43b63ec0-6ea0-4e1b-b498-6cdfd47edfda,176,88
9820d969-76b1-496c-b0b5-c539760efe98,814,110
559589ea-b0d6-4fbe-aa83-d66e1da810fc,330,132
1ee3a19c-cb65-40b7-bc1d-142a02a2d0ab,880,198
7394fc52-92e2-4c31-9f0c-e971d6957495,660,154
5e1303d0-f8d7-4523-aa63-d0c6295c5c76,330,66
6b947c87-2bea-485b-8a25-65fa7a2830d9,704,286
0cf859a6-9954-42ad-9dd7-f1b5ec91c9b7,572,198
e7f2ef2a-f3ff-4905-81f0-f67cf46fe2bc,132,44
1e3139ef-c716-4942-8913-35a4b6f1f1ce,308,132
a7ac9289-e5a9-4c9f-aa35-c4b6269472c0,572,110
d4946865-8c3c-4d48-b5db-8400ef4c2080,858,286
843e7bf5-df0e-45f3-9ea2-e76be7eed168,1166,418
5b250911-1be6-47a6-949f-704addc203f0,1232,374
69212fbd-b350-4561-be03-f15a9cd63c1f,1297,440
731d9eb4-c02e-45bd-addd-e4cb377266d5,1166,308
1a890ed6-fa92-4d17-a91d-b85faa242997,330,220
0894755a-310a-4b2d-a3b8-95215689f14a,1122,242
2a622154-2780-4013-b1dc-6184711710e7,506,176
1a762aec-873a-4441-b192-23611b381df4,418,132
8d9a789d-b245-4899-af03-118340bd0f2b,308,66
2960fe20-7a85-4d50-910e-6a3aa391f328,220,110
6458c30b-a231-4fd5-836d-e1d48295e76c,374,176
5c6e29a1-badc-432c-8318-296d9e8d9c7b,770,220
7e9ee478-fa7f-4dc4-816a-371623f00e6d,660,176
0a3cef40-8d93-4d4c-a770-f61c25d7dadd,374,176
8cc05a9c-1ecb-4527-916e-8a22564b1114,132,66
3695cc43-5993-4b51-be17-5b15bab2943f,286,88
85086baa-8b3b-4957-82fb-752aa822e92f,572,220
5e6e48ff-51b0-43f0-afde-bd74be387ebe,550,176
b8e0a26a-0172-47f2-9f83-1ffc9b96a9fd,946,176
5f7df49c-a89a-40bf-a7a3-6d2d281280d4,484,132
37aca790-9ece-42cd-add6-2359d451bb90,154,88
4a89dc43-6db5-410c-a8b4-8fc385b1ed2a,264,44
7b15658c-8a80-43a2-9bea-83ddf3d23787,1451,308
