id,brand_id,family_id,"""group""",legacy_id,title,channels
64cbdb60-1a84-422e-bc55-f2736cb74837,e6b1b7ee-3782-4abd-b0f7-72fdd79ceb7f,b263ba41-adab-4a83-a3e0-2766522f5aec,Q300,9789,Ipnosy Scarf lurex,"[""LOOKIERO""]"
dd574edf-f255-45c7-806b-cf0e344a9845,ff436f5f-57aa-45bb-badc-c4063c6a022f,882ecdf8-325d-4826-a066-1b263e438f09,B407,9785,Tibolo Bag cahier,"[""LOOKIERO""]"
10a83f25-09c2-44b9-95d0-735d238d57a8,ff436f5f-57aa-45bb-badc-c4063c6a022f,882ecdf8-325d-4826-a066-1b263e438f09,B406,9786,Timeus Bag cahier,"[""LOOKIERO""]"
9082de35-a585-411a-b782-a0fd346322f7,e6b1b7ee-3782-4abd-b0f7-72fdd79ceb7f,b263ba41-adab-4a83-a3e0-2766522f5aec,Q297,9792,Maltinto Scarf small,"[""LOOKIERO""]"
29dad0f2-972e-4eac-baff-810fbfc23b9f,81ff4456-9c03-441f-9201-9410cae79d85,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,D1810,14198,Bygetagar Dress young,"[""LOOKIERO""]"
5579e52f-7985-4ffe-bde4-b00b03aa0231,ab1f5213-03fc-4553-b77c-13b2c6213d27,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,D1527,9797,Rob Dress print,[]
bd612f2d-b3be-4a61-a2fc-f530aeb98a0f,321f9370-6a4a-4ea4-bd01-e0a2fad07f33,141f32d6-a5af-49bf-b019-fd28354977f1,J1178,9819,Melodia Cardigan grette,"[""LOOKIERO""]"
5d94af1a-52ca-454f-b9cd-90a4dad8944d,81ff4456-9c03-441f-9201-9410cae79d85,1b93b30c-833f-45a8-ba69-c21d2e7f4824,J1812,14972,Bymalea Sweater crew,"[""LOOKIERO""]"
ebfe1996-bbf2-4cac-a2df-5efba7112668,9b5272b3-c05f-4237-913b-61dde0fdb8d0,74ba5e25-afd5-490b-a3a8-2175020c4487,A114,12421,Sesilia Coat comfort,"[""LOOKIERO""]"
4751cff7-39e6-4fa0-9738-b198ca45de95,61c08d2e-6819-4a64-a866-3e377ff68925,141f32d6-a5af-49bf-b019-fd28354977f1,J1483,12425,Vipoco Cardigan knit,"[""LOOKIERO""]"
